text,label,trend,Time,Name,Quote,Before,After,rel_change
wan azmi zakhir may become reluctant shareholders of scomi energy,2,uptrend,2020-01-16T08:48:55+08:00,SCOMI,7158,0.045,0.05,0.11111111111111122
100 startups participate in maxis market access day,1,flat,2019-12-12T23:50:12+08:00,MAXIS,6012,5.16,5.11,-0.00968992248062012
mokhzani mahathir linked eduspec rises post ge14,2,uptrend,2018-05-15T10:59:18+08:00,EDUSPEC,107,0.2,0.25,0.24999999999999994
guh holdings maxim global scope industries gadang ho hup construction jiankun international kimlun lion posim mah sing mrcb nylex ralco seremban engineering turbo mech,2,uptrend,2020-12-17T13:37:10+08:00,RALCO,7498,0.705,0.95,0.3475177304964539
mlabs petchem hck scgm key alliance mmc corp suria capital malaysia airports holdings gas malaysia o c resources and sunway reit,1,flat,2017-08-10T22:51:54+08:00,GASMSIA,5209,2.99,2.96,-0.010033444816053593
straits inter logistics active up 3 51 following target price upgrade,1,flat,2018-01-22T12:38:53+08:00,STRAITS,80,0.285,0.295,0.03508771929824565
foundpac up 1 5 on positive technicals,1,flat,2019-06-27T11:03:52+08:00,FPGROUP,5277,0.34,0.325,-0.04411764705882357
cabnet lands rm17m electrical package job in kedah,1,flat,2020-10-26T20:03:40+08:00,CABNET,191,0.23,0.24,0.04347826086956513
asia poly unit signs re power purchase agreement with tnb,2,uptrend,2019-12-17T22:48:52+08:00,ASIAPLY,105,0.055,0.065,0.18181818181818185
perak corp ceo aminuddin quits to pursue other interests,1,flat,2018-05-28T21:33:44+08:00,PRKCORP,8346,0.56,0.56,0.0
inari amertron posts record high profit for fy17 with 68 jump on 4q earnings,1,flat,2017-08-22T20:49:11+08:00,INARI,166,1.666666,1.7,0.020000408000163186
btoto boustead plantations drb hicom telekom axiata maxis digi ta enterprise ta global and tsh resources,1,flat,2020-06-02T23:32:42+08:00,BSTEAD,2771,0.695,0.68,-0.021582733812949503
timber company golden pharos s unit gets nod to operate during mco,2,uptrend,2020-04-17T21:31:32+08:00,GPHAROS,5649,0.135,0.15,0.111111111111111
nova msc expects to turn around in fy19,0,downtrend,2018-07-17T10:18:51+08:00,NOVAMSC,26,0.19,0.18,-0.05263157894736847
scomi energy services falls 10 on proposal to reduce share capital,0,downtrend,2019-10-14T09:38:20+08:00,SCOMI,7158,0.075,0.07,-0.06666666666666654
skh asdion,0,downtrend,2018-04-12T13:09:56+08:00,SKH,60,0.8,0.76,-0.050000000000000044
cgs cimb reiterates add call and target price for pentamaster,1,flat,2020-08-18T11:02:06+08:00,PENTA,7160,4.4,4.55,0.03409090909090897
mah sing aborts deal to purchase land near titiwangsa lake,1,flat,2017-10-19T21:25:40+08:00,MAHSING,8583,1.57,1.58,0.006369426751592362
fgv dutch lady mmc corp hibiscus tiong nam paramount notion vtec guan chong tomei lay hong ltkm lagenda properties karex fajarbaru builder revenue group ho hup tan chong and pharmaniaga,0,downtrend,2020-08-25T00:44:07+08:00,KAREX,5247,1.07,0.905,-0.15420560747663553
atlan holdings rohas tecnic n2n connect adventa top glove versatile creative lpi capital and econpile,1,flat,2018-07-09T22:34:59+08:00,VERSATL,4995,0.61,0.62,0.016393442622950834
t7 global msm selangor properties apft poh huat alam maritim resources berjaya media and sunway,1,flat,2018-06-26T23:17:31+08:00,BJCORP,3395,0.288461,0.283653,-0.016667764446493753
borneo oil plans placement to raise rm30 56m for limestone ops,2,uptrend,2019-12-31T22:41:11+08:00,BORNOIL,7036,0.045,0.05,0.11111111111111122
icon offshore tumbles to all time low after making cash call,0,downtrend,2019-08-20T12:39:00+08:00,ICON,5255,3.75,2.75,-0.26666666666666666
ikhmas jaya ireka lpi capital pavilion reit vitrox choo bee atlan holdings ppb group nexgram tatt giap airasia x and poh huat,1,flat,2018-04-27T00:08:22+08:00,IKHMAS,5268,0.37,0.36,-0.027027027027027053
magnum may need to conserve cash in near term,1,flat,2017-08-11T10:20:37+08:00,MAGNUM,3859,1.683168,1.683168,0.0
hap seng plantations net profit jumps 46 pays five sen dividend,1,flat,2017-08-24T10:04:40+08:00,HSPLANT,5138,2.62,2.61,-0.003816793893129859
johore tin bioalpha mbsb harbour link osk pestech analabs g capital tiong nam,2,uptrend,2020-12-01T13:32:56+08:00,BIOHLDG,179,0.32,0.355,0.10937499999999992
cahya mata sarawak fgv ioi corp scomi engineering tadmax kfm scientex vsolar dayang enterprise encorp wtk ytl corp and lafarge,1,flat,2018-02-23T22:52:32+08:00,YTL,4677,1.432258,1.441935,0.006756464268309156
destini felcra team up to provide mro services,1,flat,2018-04-10T20:47:02+08:00,DESTINI,7212,0.445,0.455,0.02247191011235957
cimb ib research lowers target price for aemulus to 38 sen,1,flat,2018-05-16T08:43:51+08:00,CIMB,1023,6.75,6.85,0.014814814814814762
gabungan aqrs up on positive prospects bonus issue,1,flat,2018-09-06T11:08:08+08:00,GBGAQRS,5226,1.107843,1.107843,0.0
maybank sinotop umw top glove tek seng tnb daya materials yinson and cimb,1,flat,2018-04-20T23:53:11+08:00,TEKSENG,7200,0.32,0.315,-0.015625000000000014
samchem attempting to break out from immediate resistance says rhb retail research,1,flat,2021-02-18T07:32:16+08:00,SAMCHEM,5147,1.44,1.42,-0.013888888888888902
rhb bank inspired by the spirit of camaraderie,1,flat,2018-07-30T11:58:01+08:00,RHBBANK,1066,5.37,5.43,0.011173184357541827
monetisation of sapura energy s australia fields likely from 2023,1,flat,2018-09-06T10:26:21+08:00,SAPNRG,5218,0.34,0.335,-0.014705882352941188
mmag dialog top glove lii hen msm ioi kkb sapura fgv yi lai and revenue,1,flat,2020-11-17T00:50:56+08:00,MSM,5202,0.54,0.535,-0.009259259259259267
ytl s futuristic headquarters in kl,1,flat,2020-12-04T13:47:58+08:00,YTL,4677,0.715,0.685,-0.04195804195804184
leap listed cloudaron eyes m as to support organic growth,2,uptrend,2017-10-03T11:26:37+08:00,CLOUD,3001,0.165,0.175,0.06060606060606049
top glove says m a could bring double digit growth,2,uptrend,2018-01-23T15:10:07+08:00,TOPGLOV,7113,1.533333,1.631666,0.06413023133265898
airasia x at systemization axiata supermax top glove hartalega hlt jaks kimlun and microlink,1,flat,2020-08-10T22:58:03+08:00,HARTA,5168,18.360001,18.299999,-0.003268082610670924
s p affirms stable outlook on serba dinamik but cautions on cash flow,1,flat,2019-11-19T12:22:34+08:00,SERBADK,5279,2.042857,2.042857,0.0
berjaya food d o eastland equity emico innoprise plantations jcy kobay technology ktg kub kwantas mhc plantations mnrb pasukhas rev asia shh resources subur tiasa t7 global technodex th plantations vizione,1,flat,2020-09-02T13:48:13+08:00,MNRB,6459,1.02,1.04,0.01960784313725492
kejuruteraan asastera wins three contracts worth rm57m from mah sing,1,flat,2020-12-21T16:27:50+08:00,KAB,193,1.03,1.05,0.019417475728155355
genting malaysia liquidates irish subsidiary,1,flat,2021-02-02T15:34:06+08:00,GENM,4715,2.46,2.45,-0.004065040650406418
public bank 4q net profit up at rm1 406b from rm1 405b a year earlier,1,flat,2020-02-26T12:37:30+08:00,PBBANK,1295,3.5,3.44,-0.017142857142857158
eonmetall up 1 21 on positive technicals,1,flat,2017-11-21T09:30:34+08:00,EMETALL,7217,0.83,0.815,-0.018072289156626523
gamuda poised for a relief rally says hlib research,1,flat,2017-11-08T08:39:04+08:00,GAMUDA,5398,4.81,4.8,-0.002079002079002035
sunway southern steel ann joo tan chong motor boustead ioi corp klk batu kawan msm ghl gdex padini ho hup bland and lambo,1,flat,2020-05-27T23:54:01+08:00,SSTEEL,5665,0.47,0.46,-0.021276595744680753
astino pls scientex prolexus wong engineering,1,flat,2020-10-02T13:22:56+08:00,SCIENTX,4731,3.706666,3.68,-0.00719406604209811
eco world int l partners willmott dixon to expand its uk presence,1,flat,2017-11-09T08:34:30+08:00,EWINT,5283,1.04,1.04,0.0
crest builder bags rm328m apartment project,1,flat,2018-01-24T09:13:55+08:00,CRESBLD,8591,1.0,1.03,0.030000000000000027
ajinomoto dayang eco world development innature inta bina lpi capital misc nexgram ocb and sino hua an,1,flat,2020-08-17T23:36:30+08:00,LPI,8621,13.2,13.54,0.025757575757575746
hlib upgrades cimb group raises target price to rm5 70,1,flat,2020-01-21T10:45:03+08:00,CIMB,1023,5.13,5.13,0.0
hlib cuts tsh resources target price to rm1 35 on updated valuation parameter of associate,1,flat,2021-02-15T10:54:46+08:00,TSH,9059,1.08,1.08,0.0
tan chong motor vietnam firm to jointly undertake construction projects in indochina,1,flat,2020-03-13T23:13:35+08:00,TCHONG,4405,1.08,1.05,-0.0277777777777778
public bank gdb pentamaster ranhill vstecs sentoria ecofirst bhd and syf resources,1,flat,2019-11-07T23:41:57+08:00,PBBANK,1295,3.972,3.988,0.004028197381671705
investors sell down datasonic shares following uncertainties over new govt,1,flat,2020-03-10T13:42:10+08:00,DSONIC,5216,0.45,0.47,0.04444444444444436
malaysia smelting corp proposes 2 for 1 share split 1 for 1 bonus issue,2,uptrend,2018-04-23T13:27:13+08:00,MSC,5916,0.745,0.87,0.16778523489932887
analysts expect strong 4q for s p setia after battersea power delivers in 9m17,1,flat,2017-11-10T12:23:08+08:00,SPSETIA,8664,3.263062,3.204619,-0.017910477949852018
eco world international eco world development gamuda redtone scientex carimin petroleum metronic global straits inter logistics ta win hubline lbs bina sunway ire tex uzma jaks resources green packet and kinsteel,1,flat,2017-12-16T00:15:40+08:00,GPACKET,82,0.525,0.535,0.019047619047619063
sime darby ame uzma sarawak oil palms berjaya corp bermaz auto samaiden uwc uem sunrise ecoworld,1,flat,2020-12-01T23:30:39+08:00,BAUTO,5248,1.41,1.47,0.04255319148936174
renewal of pharmaniaga s ca with moh seen likely,1,flat,2018-08-21T10:30:57+08:00,PHARMA,7081,3.15,3.1,-0.015873015873015817
genting genm trade ex dividend,1,flat,2021-03-12T13:11:00+08:00,GENTING,3182,5.06,5.09,0.005928853754940761
uem sunrise to sell johor land to ame elite consortium for rm434m,1,flat,2020-10-09T14:55:04+08:00,UEMS,5148,0.38,0.39,0.026315789473684233
mohammad nizar perak to assist proton to get additional site,2,uptrend,2018-07-25T00:56:12+08:00,PRKCORP,8346,0.59,0.62,0.05084745762711869
ismee steps down as media prima chairman,1,flat,2018-05-21T19:12:28+08:00,MEDIA,4502,0.36,0.37,0.027777777777777804
airasia x says signed conditional agreement with airbus,1,flat,2018-07-20T14:10:44+08:00,AIRASIA,5099,3.25,3.25,0.0
airasia x classifies mahb as secured creditor in revised debt revamp scheme but says will not be intimidated,1,flat,2020-11-04T19:40:08+08:00,AIRASIA,5099,0.535,0.55,0.028037383177570117
eversendai gfm handal hap seng consolidated magnum pos malaysia,1,flat,2018-06-14T13:15:57+08:00,MAGNUM,3859,2.217821,2.316831,0.04464291753031479
dialog s 3q profit up 25 9 on higher earnings from malaysian and international operations,1,flat,2018-05-16T19:00:12+08:00,DIALOG,7277,3.32,3.27,-0.01506024096385537
taliworks says yes to air selangor s settlement offer,1,flat,2018-08-27T13:43:46+08:00,TALIWRK,8524,0.755999,0.743999,-0.015873036869096403
prestariang up 3 3 on new contract from putrajaya,1,flat,2019-07-02T12:15:15+08:00,PRESBHD,5204,0.455,0.465,0.021978021978021997
asdion eastland ire tex panpages,2,uptrend,2018-04-23T13:06:04+08:00,ASDION,68,0.385,0.405,0.05194805194805199
s p setia scomi sime darby plantation dayang bland uem edgenta uem sunrise uwc thriven global ranhill and priceworth,1,flat,2019-09-04T00:07:37+08:00,SCOMI,7158,0.08,0.08,0.0
th heavy engineering and sunway,1,flat,2018-02-15T17:16:46+08:00,SUNWAY,5211,1.617488,1.666503,0.030303161445401777
ammb top glove aax sapura energy rhb cimb hlb affin bank tnb mahb fgv maxis hengyuan mmc corp serba dinamik star media group and dnex,1,flat,2021-02-26T23:59:00+08:00,SERBADK,5279,1.71,1.72,0.005847953216374275
pavilion reit sees 74 million units traded off market,1,flat,2019-12-10T21:44:55+08:00,PAVREIT,5212,1.76,1.75,-0.005681818181818187
cahya mata sarawak rises as much as 4 68 following surge in 1q earnings,1,flat,2018-05-16T11:48:51+08:00,CMSB,2852,3.42,3.5,0.0233918128654971
ringgit falls on trade tensions before cpi data,1,flat,2018-09-18T10:41:51+08:00,CIHLDG,2828,1.82,1.82,0.0
kumpulan powernet to buy 51 stake in transportation firm hopes to help fight covid 19,1,flat,2020-10-21T20:43:30+08:00,KPOWER,7130,0.87,0.8775,0.008620689655172358
s p setia poised to record better financials in fy21 22 says hlib research,1,flat,2020-05-15T10:47:20+08:00,SPSETIA,8664,0.765,0.76,-0.006535947712418306
tsr capital vertice prestariang yfg boustead holdings sanichi technology grand flo hap seng plantations minetech resources destini sasbadi and mmc corp,0,downtrend,2018-04-11T00:12:29+08:00,MINETEC,7219,0.1,0.095,-0.050000000000000044
ablegroup acme ahb chin hin group property d o dancomech d nonce eastland eka g neptune global oriental jkg marco p a pensonic smi zecon,2,uptrend,2020-08-27T13:00:00+08:00,GOB,1147,0.555,0.625,0.12612612612612603
salcon unit wins rm51m construction sub contract for sri lanka water supply project,1,flat,2019-09-27T20:29:06+08:00,SALCON,8567,0.222333,0.222333,0.0
top glove linked teratai cluster in klang reports 62 new cases pushing tally to 5 156,1,flat,2020-12-04T20:29:03+08:00,TOPGLOV,7113,6.65,6.6,-0.007518796992481309
wong engineering slapped with uma query over sharp rise in share price volume,0,downtrend,2020-08-04T12:31:52+08:00,WONG,7050,0.675,0.64,-0.05185185185185189
sapura industrial buys land in negeri sembilan for rm15 97m,1,flat,2018-03-30T21:45:19+08:00,SAPIND,7811,0.77,0.77,0.0
cimb thai krung thai bank celebrate completion of us 310m resort acquisition deal,1,flat,2018-08-06T21:16:03+08:00,CIMB,1023,5.8,5.83,0.005172413793103492
airasia x to post overall loss of rm209 1m for fy19 due to mfrs16 impact says midf research,1,flat,2020-01-30T11:26:34+08:00,AAX,5238,0.14,0.135,-0.03571428571428574
hlib research raises target price for hap seng plantations to rm2 14,1,flat,2019-12-20T10:38:54+08:00,HSPLANT,5138,1.98,2.0,0.01010101010101011
kimlun buys 47 vacant plots and 30 houses in shah alam from melati ehsan for rm68m,1,flat,2018-01-26T22:16:45+08:00,MELATI,5129,0.76,0.76,0.0
petronas chemicals mrcb magnum media prima kenanga star media sunway bat berjaya assets and hengyuan,1,flat,2018-05-22T00:09:07+08:00,MEDIA,4502,0.36,0.37,0.027777777777777804
rubber prices to stay stable on subdued demand karex,1,flat,2018-01-24T16:53:27+08:00,KAREX,5247,1.2,1.25,0.041666666666666706
daya materials falls into pn17 status,2,uptrend,2018-03-01T19:18:51+08:00,DAYA,91,0.04,0.045,0.12499999999999993
stock with momentum bumi armada,1,flat,2017-11-02T10:41:58+08:00,ARMADA,5210,0.755,0.765,0.013245033112582794
sapura energy bags nine new contracts worth rm1 8 bil,2,uptrend,2018-06-21T19:36:40+08:00,SAPNRG,5218,0.6,0.645,0.07500000000000007
uzma top glove wce guocoland fgv pintaras jaya prg mbsb bumi armada and perstima,1,flat,2020-03-03T00:14:20+08:00,WCEHB,3565,0.305,0.305,0.0
perak corp inks new operational and maintenance deals expects rm800m contribution,1,flat,2018-04-05T21:33:59+08:00,PRKCORP,8346,0.74,0.77,0.04054054054054058
david ho and pe firm s takeover bid now unconditional hovid,1,flat,2017-12-21T09:40:07+08:00,HOVID,7213,0.375,0.375,0.0
airasia x orders 34 more a330neo jets,2,uptrend,2018-07-19T18:53:53+08:00,AAX,5238,0.355,0.38,0.07042253521126768
ghl systems warns of potential impairments in coming quarters,0,downtrend,2020-05-27T20:39:21+08:00,GHLSYS,21,1.3,1.2,-0.07692307692307698
airasia aax file rm480m suit against mahb for alleged negligence at klia2,1,flat,2019-10-04T18:52:10+08:00,AIRASIA,5099,1.68,1.69,0.005952380952380958
stock with momentum eversendai corp,1,flat,2018-04-17T10:39:21+08:00,SENDAI,5205,0.985,0.965,-0.0203045685279188
sapura energy 3q loss triples on lower contribution from e c drilling segments,1,flat,2019-12-05T14:54:09+08:00,SAPNRG,5218,0.27,0.265,-0.018518518518518535
sri lanka s e learning solution provider headstart becomes axiata s subsidiary,1,flat,2018-01-22T14:21:25+08:00,AXIATA,6888,5.57,5.56,-0.0017953321364453634
analysts have mixed views on sunway reit outlook following lacklustre earnings,1,flat,2020-11-24T13:25:05+08:00,SUNREIT,5176,1.53,1.49,-0.026143790849673224
termination of share placement removes stock overhang in perak transit,1,flat,2018-05-30T16:00:00+08:00,PTRANS,186,0.72,0.72,0.0
thhe kps kerjaya prospek scomi awc dbe gurney ekovest airasia and daya materials,1,flat,2018-06-05T23:04:44+08:00,EKOVEST,8877,0.62,0.62,0.0
sunway reit s 3q npi up 5 1 declares 2 37 sen dpu,1,flat,2018-05-03T20:17:19+08:00,SUNREIT,5176,1.65,1.66,0.006060606060606067
perdana petroleum posts narrower 1q net loss on higher vessel utilisation sees boardroom change,1,flat,2020-06-23T19:13:20+08:00,PERDANA,7108,0.175,0.175,0.0
uoa development 3q net profit down 18 on higher expenses,1,flat,2017-11-21T19:57:21+08:00,UOADEV,5200,2.45,2.45,0.0
caely gets uma query from bursa after shares hit limit up,1,flat,2018-01-05T10:23:05+08:00,CAELY,7154,0.5,0.4875,-0.025000000000000022
drb hicom s proton turnaround on track,1,flat,2018-03-26T10:07:53+08:00,DRBHCOM,1619,2.47,2.42,-0.020242914979757193
airasia perdana petroleum freight management scientex united malacca dayang amway uzma and poh huat,1,flat,2020-06-24T00:05:13+08:00,SCIENTX,4731,2.923333,3.0,0.02622588668482176
wah seong bags modules fabrication job in the uk worth rm147 8m,1,flat,2021-03-17T19:01:26+08:00,WASEONG,5142,0.865,0.87,0.0057803468208092535
gas malaysia s unit sets up rm1b imtn icp programme,1,flat,2020-08-06T19:46:58+08:00,GASMSIA,5209,2.73,2.79,0.021978021978021997
aminvestment expects rhb bank to lower dividend payout to 40 for fy20 21,1,flat,2020-10-15T10:16:43+08:00,RHBBANK,1066,4.35,4.34,-0.002298850574712595
aminvestment keeps buy call on mmc corp on favourable ports outlook,1,flat,2021-03-02T10:20:11+08:00,MMCCORP,2194,0.845,0.88,0.041420118343195304
sapura energy slides after shareholder sells shares at discount,1,flat,2017-11-02T09:58:08+08:00,SAPNRG,5218,1.51,1.49,-0.013245033112582794
paramount property sets up headquarters in coworking space,1,flat,2019-09-27T21:00:00+08:00,PARAMON,1724,1.33,1.33,0.0
magni pangsar techfast d o i stone and superlon,1,flat,2019-10-16T13:16:12+08:00,SUPERLN,7235,0.995,0.99,-0.005025125628140708
boustead plantations falls 4 41 after slump in 1q earnings,1,flat,2018-05-24T09:22:20+08:00,BSTEAD,2771,2.52,2.53,0.003968253968253884
gamuda s jv seen likely to bag hsr pdp job,1,flat,2017-12-19T10:05:50+08:00,GAMUDA,5398,4.85,4.85,0.0
fernandes reiterates plan to combine airasia s biz under one listed vehicle,1,flat,2017-12-29T14:43:34+08:00,AIRASIA,5099,3.33,3.35,0.006006006006006011
westports bauto yee lee tasco smtrack panpages axiata fgv binasat parkson and dataprep,1,flat,2018-09-14T00:36:19+08:00,PANPAGE,41,0.225,0.225,0.0
dagang nexchange launches cargo and trade management web portal,1,flat,2017-10-05T21:38:41+08:00,DNEX,4456,0.48,0.475,-0.010416666666666676
tnb maybank cimb mrcb drb hicom bimb awc th plantations ppb sunway hap seng eita resources mudajaya and 7 eleven,1,flat,2018-03-01T00:48:41+08:00,BIMB,5258,4.2,4.23,0.007142857142857202
sime darby makes record rm684m impairment to give pure plays a clean start,1,flat,2017-08-25T21:17:25+08:00,SIME,4197,3.410983,3.396039,-0.00438114174125167
airasia says fernandes video supported by evidences and facts refutes mavcom s police report,1,flat,2018-05-15T17:35:41+08:00,AIRASIA,5099,3.41,3.48,0.020527859237536607
amtel proposes bonus issue with free warrants,2,uptrend,2020-11-19T22:09:26+08:00,AMTEL,7031,1.106666,1.206666,0.0903615002177713
yinson holdings says us 100m raised from perpetual securities,1,flat,2017-10-06T19:17:09+08:00,YINSON,7293,3.59,3.59,0.0
notion vtec hong leong industries carlsberg brewery malaysia pos malaysia kerjaya prospek group allianz malaysia s p setia and seacera group,1,flat,2017-08-17T23:58:12+08:00,HLIND,3301,9.78,9.59,-0.019427402862985634
airasia green packet kpower magna prima mtag myeg star media group taliworks widad and vstecs,1,flat,2020-05-13T22:57:59+08:00,AIRASIA,5099,0.75,0.73,-0.02666666666666669
construction works for mrt2 set to gain momentum this year says cimb research,1,flat,2018-03-21T11:17:46+08:00,CIMB,1023,7.26,7.3,0.005509641873278242
sime darby expected to see improvement in automotive segment,1,flat,2018-03-07T10:28:31+08:00,SIME,4197,2.62,2.6,-0.007633587786259549
berjaya assets deleum talam transform pestech marine general advancecon bioalpha pdz perisai idimension ibraco and bison,1,flat,2017-10-04T22:21:49+08:00,IBRACO,5084,0.915,0.915,0.0
hlib research lowers target price for pos malaysia to rm1 06,1,flat,2020-03-05T08:48:38+08:00,POS,4634,1.12,1.1,-0.01785714285714287
icon offshore bags rm39m ahts contract from shell,2,uptrend,2019-06-10T18:20:30+08:00,ICON,5255,4.25,4.5,0.058823529411764705
boustead rises as much as 14 3 on report ltat will privatise it via scr higher takeover price,1,flat,2021-01-18T12:31:24+08:00,BSTEAD,2771,0.745,0.735,-0.01342281879194632
nestle malaysia s eps growth higher than other nestle companies,1,flat,2018-04-10T10:37:15+08:00,NESTLE,4707,147.800003,150.100006,0.015561589670603754
marc assigns aaais rating to cimb islamic s rm10b sukuk wakalah,1,flat,2017-12-18T19:16:21+08:00,CIMB,1023,6.29,6.25,-0.006359300476947541
bertam alliance tumbles 39 29 on classification under pn17,0,downtrend,2018-04-05T09:29:06+08:00,BERTAM,9814,0.31,0.28,-0.09677419354838701
at systematization cancels rm22 mil acquisition of industrial glove maker,0,downtrend,2020-11-11T22:13:39+08:00,SYSTEMATIZATION,72,0.27,0.22,-0.18518518518518523
duopharma yi lai hibiscus petroleum panasonic petgas kpower karex innature eita resources tiong nam logistics csc steel hextar global united plantations airasia kejuruteraan asastera samaiden and solarvest,1,flat,2021-02-22T23:11:00+08:00,CSCSTEL,5094,1.33,1.38,0.03759398496240588
airasia chief integrated plan not more taxes desperately needed to grow m sia tourism industry,1,flat,2019-07-16T17:51:52+08:00,AIRASIA,5099,2.91,2.9,-0.0034364261168385673
berjaya land seen mopping up 7 eleven malaysia shares lately,1,flat,2020-04-24T14:15:46+08:00,BJCORP,3395,0.192307,0.1875,-0.024996489987363982
amtel b i g industries country heights eng kah ep manufacturing freight management mestron milux ni hsin rexit rhone ma pensonic sarawak consolidated industries,2,uptrend,2021-01-27T14:10:23+08:00,ENGKAH,7149,2.09,2.4,0.14832535885167467
cimb london biscuit th plantations airasia group media prima and a rank,1,flat,2019-09-30T23:53:40+08:00,CIMB,1023,5.03,5.05,0.003976143141152997
marine general takes up 50 stake in tkh marine to enhance its marine logistics business,1,flat,2018-03-01T18:25:16+08:00,M&G,5078,0.155,0.155,0.0
hengyuan petron ta ann artroniq bat bcb cymao dutaland engtex grand flo hiap teck ioi properties malaysian genomics resource centre malaysia smelting corp solid automotive tas tashin ta win tan chong motor tsh resources ytl hospitality,2,uptrend,2020-12-07T13:47:28+08:00,TAANN,5012,3.12,3.28,0.05128205128205118
crest builder bags rm118m construction job,1,flat,2018-03-21T09:21:00+08:00,CRESBLD,8591,0.94,0.935,-0.0053191489361701
wah seong vertice avillion maybank sime darby property and kumpulan powernet,1,flat,2018-07-06T00:19:21+08:00,WASEONG,5142,1.253731,1.263681,0.00793631169684735
mavcom to assess fitness propriety of airasia aax executives following us 50m graft claims,0,downtrend,2020-02-03T15:53:27+08:00,AIRASIA,5099,1.35,1.28,-0.05185185185185189
axiata hibiscus petroleum maxis sedania innovator eastland equity and tdm,1,flat,2019-10-03T22:44:19+08:00,TDM,2054,0.175,0.17,-0.02857142857142844
pecca aemulus kstar sealink mbm,1,flat,2019-08-21T13:51:43+08:00,PECCA,5271,1.148235,1.17647,0.024589914085531284
boustead holdings boustead heavy industries boustead plantations kerjaya prospek rhb bank t7 global petchem oceancash airasia ihh permaju vsolar media prima rev asia brahim s and apft,1,flat,2020-09-02T00:52:55+08:00,BRAHIMS,9474,0.18,0.185,0.027777777777777804
former chief justice richard malanjum is now berjaya land chairman,1,flat,2019-12-09T23:31:38+08:00,BJLAND,4219,0.19,0.185,-0.026315789473684233
stock with momentum jhm consolidation,1,flat,2017-08-01T10:51:17+08:00,JHM,127,1.52,1.45,-0.04605263157894741
boustead issues rm500m islamic notes,1,flat,2017-09-28T18:51:03+08:00,BSTEAD,2771,2.9,2.93,0.010344827586206983
uem sunrise targets 50 take up for luxury dutamas homes by year end,1,flat,2017-10-09T21:03:01+08:00,UEMS,5148,1.11,1.1,-0.009009009009009016
myeg s gst monitoring launch pushed to year end says cimb research,1,flat,2017-09-27T11:19:39+08:00,CIMB,1023,6.31,6.3,-0.001584786053882692
sc estate hil g neptune mui properties gets minho vs bintai niche capital emas,2,uptrend,2020-08-18T13:39:40+08:00,NICE,7139,0.32,0.345,0.07812499999999989
aax ammb mbsb ql sime darby property uoa development matrix concepts 7 eleven power root padini petron ijm corp magnum hong leong industries ghl green packet genting plantations th plantations khee san dnex tsh and berjaya corp,1,flat,2020-08-27T01:28:16+08:00,MATRIX,5236,1.74,1.77,0.017241379310344845
boustead plantations to buy sabah plantation assets worth rm433m,1,flat,2018-05-08T15:17:41+08:00,BPLANT,5254,1.26,1.25,-0.007936507936507943
tnb supermax cimb dnex sc estate builder fgv serba dinamik hb global and pls plantations,1,flat,2021-01-22T23:35:06+08:00,SCBUILD,109,0.055,0.055,0.0
green packet mmag gabungan aqrs superlon scientex dnex sapura energy bintai kinden supermax s p setia lagenda properties and majuperak,1,flat,2020-09-21T23:56:58+08:00,SPSETIA,8664,0.76,0.745,-0.019736842105263174
change of guard at axiata,1,flat,2020-01-24T08:47:53+08:00,AXIATA,6888,4.26,4.23,-0.007042253521126611
vizione to buy controlling stake in specialty medical gloves maker,1,flat,2020-09-02T21:28:46+08:00,VIZIONE,7070,0.505,0.485,-0.03960396039603964
cover story does press metal s share price rally have legs,1,flat,2017-12-28T15:00:00+08:00,PMETAL,8869,5.26,5.37,0.02091254752851717
nestle petchem perak transit ioi corp leong hup international sunway construction petron ata ims syarikat takaful manulife frontken samchem btoto supermax genting malaysia and at systematization,1,flat,2021-02-23T23:13:33+08:00,FRONTKN,128,5.32,5.3,-0.003759398496240688
willowglen bags rm5 16m job from samsung,1,flat,2017-10-25T17:40:20+08:00,WILLOW,8,0.54,0.56,0.03703703703703707
kumpulan powernet s 4q profit surges on contribution from new construction related segment,2,uptrend,2020-08-21T15:40:02+08:00,KPOWER,7130,0.66,0.7125,0.07954545454545453
axiata kab k one cck at systematization and ta global,0,downtrend,2020-04-13T22:56:03+08:00,SYSTEMATIZATION,72,0.04,0.035,-0.12499999999999993
supermax incorporates new subsidiary in us,1,flat,2020-12-21T19:45:58+08:00,SUPERMX,7106,6.89,7.05,0.023222060957910035
renewed buying interest emerged in focus lumber says alliancedbs research,1,flat,2017-08-04T05:51:55+08:00,FLBHD,5197,1.86,1.83,-0.01612903225806453
cimb hlb hlfg rhb bank affin bank carlsberg guan chong ppb group hap seng ta ann bumi armada ioi properties paramount mah sing star media gdex innature and tomei,1,flat,2020-05-29T23:36:20+08:00,IOIPG,5249,1.08,1.08,0.0
mohamed al amin steps down as nylex chairman ancom director,1,flat,2018-08-03T19:19:09+08:00,NYLEX,4944,0.682926,0.668292,-0.02142838316303675
rhb bank lowers base rate by 50 basis points,1,flat,2020-05-06T13:52:48+08:00,RHBBANK,1066,4.66,4.62,-0.00858369098712447
foundpac active up 4 54 on positive technicals,1,flat,2018-07-03T10:20:43+08:00,FPGROUP,5277,0.34,0.355,0.0441176470588234
